Title,Company,Location,Job Type,Job Link,Référence,Publiée le,Type de poste,Lieu de travail,Expérience,Étude,Disponibilité,Langues,Salary,Mobility
Aide Comptable,,Ariana,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210773/aide-comptable/,210773,3 novembre 2024,"CDD, ,, SIVP","Ariana Ville, Ariana, Tunisie",Entre 1 et 2 ans,Bac + 2,Plein temps,"Arabe , Français",650 - 700 DT / Mois,
Vendeur/ Caissier Zara Tunisia Mall,TUNTEX,Ariana,Unspecified,https://www.keejob.com/offres-emploi/210749/vendeur-caissier-zara-tunisia-mall/,210749,1 novembre 2024,,"Ariana, Tunisie",Aucune expérience,Bac,Plein temps,,700 - DT / Mois,
Customer Service Representative / Back Office,TUNISHIP,Ben Arous,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210778/customer-service-representative-back-office/,210778,3 novembre 2024,"CDD, ,, SIVP","Rades, Ben Arous, Tunisie",Moins d'un an,Bac + 3,Plein temps,"Arabe , Français , Anglais",,
Stage Pré-Embauche : Vidéaste/Monteur,SK CONSULTING,Tunis,"SIVP, ,, Stage/PFE, ,, Stage, ,, Saisonnier",https://www.keejob.com/offres-emploi/210779/stage-pr%C3%A9-embauche-vid%C3%A9astemonteur/,210779,3 novembre 2024,"SIVP, ,, Stage/PFE, ,, Stage, ,, Saisonnier","El Menzah, Tunis, Tunisie",Moins d'un an,Bac + 3,Plein temps,,,
Technicien de Maintenance & Production,,Ben Arous,CDD,https://www.keejob.com/offres-emploi/210769/technicien-de-maintenance-production/,210769,3 novembre 2024,CDD,"Fouchana, Ben Arous, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais","0,5 - 1 DT / Mois",
Technicien supérieure en Électromécanique,MED OIL CAMPANY,Zaghouan,Unspecified,https://www.keejob.com/offres-emploi/210761/technicien-sup%C3%A9rieure-en-%C3%A9lectrom%C3%A9canique/,210761,3 novembre 2024,,"Bir Mcherga, Zaghouan, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français",,Locale
Agent facturation et comptabilité,,Sousse,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210759/agent-facturation-et-comptabilit%C3%A9/,210759,3 novembre 2024,"CDD, ,, SIVP","Sousse, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,,,
Responsable Marketing,COMPLEXE DE LOISIR HANNIBAL PARK,Sousse,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210771/responsable-marketing/,210771,3 novembre 2024,"CDD, ,, SIVP","Hammam Sousse, Sousse, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",800 - 1500 DT / Mois,Locale
Laborantin,MED OIL CAMPANY,Zaghouan,Unspecified,https://www.keejob.com/offres-emploi/210760/laborantin-site-bir-mchergua/,210760,3 novembre 2024,,"Bir Mcherga, Zaghouan, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français",,Locale
Ingénieure chimie,,Bizerte,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210654/ing%C3%A9nieure-chimie/,210654,3 novembre 2024,"CDD, ,, SIVP","Menzel Jemil, Bizerte, Tunisie",Entre 1 et 2 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais",,
Commercial,JARZIS DECOR,Médenine,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210764/commercial-a-tataouine/,210764,3 novembre 2024,"CDD, ,, SIVP","Médenine, Tunisie",Aucune expérience,Bac,Plein temps,"Arabe , Français , Anglais",500 - DT / Mois,Locale
Directeur d'hôtel,AUMAC,Nabeul,CDI,https://www.keejob.com/offres-emploi/210692/directeur-dh%C3%B4tel/,210692,1 novembre 2024,CDI,"Nabeul, Nabeul, Tunisie",Plus que 10 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais",2000 - 3000 DT / Mois,Locale
Magasinier,FAST PARCEL SERVICE,Sfax,"CDI, ,, SIVP",https://www.keejob.com/offres-emploi/210736/magasinier/,210736,1 novembre 2024,"CDI, ,, SIVP","Sfax Sud, Sfax, Tunisie",Moins d'un an,Bac,Plein temps,,1 - 2 DT / Mois,
Superviseur,,Monastir,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210715/superviseur/,210715,1 novembre 2024,"CDI, ,, CDD, ,, SIVP","Monastir, Monastir, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,Français,1000 - 1500 DT / Mois,Locale
Vendeur/ Caissier Bershka Mall of Sfax,TUNTEX,Sfax,Unspecified,https://www.keejob.com/offres-emploi/210700/vendeur-caissier-bershka-mall-of-sfax/,210700,1 novembre 2024,,"Sfax, Tunisie",Moins d'un an,Bac,Plein temps,,700 - DT / Mois,
Webmaster,KHADRAOUI TEK,Bizerte,SIVP,https://www.keejob.com/offres-emploi/210742/webmaster/,210742,1 novembre 2024,SIVP,"Bizerte Nord, Bizerte, Tunisie",Aucune expérience,Bac + 3,Plein temps,"Arabe , Français , Anglais",1000 - DT / Mois,
Vendeur/ Caissier Zara Tunisia Mall,TUNTEX,Ariana,Unspecified,https://www.keejob.com/offres-emploi/210750/vendeur-caissier-zara-tunisia-mall/,210750,1 novembre 2024,,"Ariana, Tunisie",Aucune expérience,Bac,Plein temps,,700 - DT / Mois,
Comptable,SIXIEMESENS,Ariana,CDI,https://www.keejob.com/offres-emploi/210705/recrutement-comptable/,210705,1 novembre 2024,CDI,"Ariana Ville, Ariana, Tunisie",Entre 2 et 5 ans,Bac + 4,Plein temps,"Arabe , Français",1000 - 1200 DT / Mois,Locale
Chef d'équipe,,Bizerte,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210730/chef-d%C3%A9quipe/,210730,1 novembre 2024,"CDD, ,, SIVP","Menzel Jemil, Bizerte, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",900 - 1100 DT / Mois,Locale
Financier,BRANDT TUNISIE,Tunis,"CDI, ,, Intérim",https://www.keejob.com/offres-emploi/210688/financier/,210688,1 novembre 2024,"CDI, ,, Intérim","La Marsa, Tunis, Tunisie",Moins d'un an,Bac + 3,Plein temps,"Arabe , Français",700 - 1000 DT / Mois,
Commis de Cuisine,,Ariana,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210711/commis-de-cuisine-pr%C3%A9parateur-de-commandes/,210711,1 novembre 2024,"CDI, ,, CDD, ,, SIVP","La Soukra, Ariana, Tunisie",Moins d'un an,Formations professionnelles,Plein temps,"Arabe , Français",700 - 800 DT / Mois,
Conseiller En Assurance,,Tunis,"CDD, ,, SIVP, ,, Indépendant/Freelance, ,, Stage/PFE, ,, Stage",https://www.keejob.com/offres-emploi/210691/conseiller-en-assurance/,210691,1 novembre 2024,"CDD, ,, SIVP, ,, Indépendant/Freelance, ,, Stage/PFE, ,, Stage","El Menzah, Tunis, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",500 - 5000 DT / Mois,"Locale, International"
Responsable Magasin,,Monastir,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210714/responsable-magasin/,210714,1 novembre 2024,"CDI, ,, CDD, ,, SIVP","Monastir, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français",800 - 1200 DT / Mois,Locale
Designer Graphique,INCHAATE,Ben Arous,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210741/designer-graphique/,210741,1 novembre 2024,"CDD, ,, SIVP","Rades, Ben Arous, Tunisie",Moins d'un an,Bac + 3,Plein temps,Français,800 - 1200 DT / Mois,
Technicien Informatique Industrielle,ADELEC INTERNATIONAL,Ariana,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/210717/technicien-superieur/,210717,1 novembre 2024,"CDI, ,, CDD","La Soukra, Ariana, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",1200 - 1800 DT / Mois,"Locale, International"
Community Manager,INCHAATE,Ben Arous,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210743/community-manager/,210743,1 novembre 2024,"CDD, ,, SIVP","Rades, Ben Arous, Tunisie",Moins d'un an,Bac + 3,Plein temps,Français,900 - 1200 DT / Mois,
Vendeur/ Caissier Zara Mall of Sousse,TUNTEX,Sousse,Unspecified,https://www.keejob.com/offres-emploi/210748/vendeur-caissier-zara-mall-of-sousse/,210748,1 novembre 2024,,"Sousse, Tunisie",Aucune expérience,Bac,Plein temps,,700 - DT / Mois,
Responsable des Ressources Humaines,LES RESTAURANTS KOWEITIENS,Ariana,Unspecified,https://www.keejob.com/offres-emploi/210690/responsable-des-ressources-humaines/,210690,1 novembre 2024,,"Ariana Ville, Ariana, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français",900 - DT / Mois,Locale
Graphiste,BIRAM GROUPE,Gabes,SIVP,https://www.keejob.com/offres-emploi/210710/graphiste/,210710,1 novembre 2024,SIVP,"Gabes, Tunisie",Moins d'un an,Bac + 3,Plein temps,"Arabe , Français , Anglais",500 - 1500 DT / Mois,
Responsable Qualité Process,,Ben Arous,Unspecified,https://www.keejob.com/offres-emploi/210709/responsable-qualit%C3%A9-process/,210709,1 novembre 2024,,"Ben Arous, Ben Arous, Tunisie",Entre 5 et 10 ans,Bac + 4,Plein temps,,,"Locale, International"
Journaliste Rédacteur,SYBERNETYS,Ben Arous,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210746/journaliste-r%C3%A9dacteur/,210746,1 novembre 2024,"CDD, ,, SIVP","Rades, Ben Arous, Tunisie",Moins d'un an,Bac + 3,Plein temps,Français,800 - 1200 DT / Mois,
Import-Export Manager,LA JOIE DE HICHA,Gabes,CDD,https://www.keejob.com/offres-emploi/210732/junior-import-export-manager/,210732,1 novembre 2024,CDD,"El Metouia, Gabes, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,Anglais,800 - 1000 DT / Mois,
Team Leader (Software developper ),ALANOVA COONSULT,Tunis,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210725/team-leader-software-developper/,210725,1 novembre 2024,"CDI, ,, CDD, ,, SIVP","Centre ville, Tunis, Tunisie",Entre 1 et 2 ans,Bac + 5,Plein temps,,1 - 2 DT / Mois,Locale
chefs d'équipe injection plastique,STE S2I,Sousse,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210719/chefs-d%C3%A9quipe-injection-plastique/,210719,1 novembre 2024,"CDD, ,, SIVP","Sidi Bou Ali, Sousse, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",800 - DT / Mois,
Contrôleur financier d'un hôtel,AUMAC,Nabeul,CDI,https://www.keejob.com/offres-emploi/210693/contr%C3%B4leur-financier-dun-h%C3%B4tel/,210693,1 novembre 2024,CDI,"Nabeul, Nabeul, Tunisie",Entre 5 et 10 ans,Bac + 4,Plein temps,"Arabe , Français , Anglais",1500 - DT / Mois,
Chargée de Référencement,SYBERNETYS,Ben Arous,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210745/charg%C3%A9e-de-r%C3%A9f%C3%A9rencement/,210745,1 novembre 2024,"CDD, ,, SIVP","Rades, Ben Arous, Tunisie",Moins d'un an,Bac + 3,Plein temps,Français,800 - 1200 DT / Mois,
Ingénieur Électromécanique,SIDENOR,Zaghouan,CDD,https://www.keejob.com/offres-emploi/210720/ingenieur-electromecanique/,210720,1 novembre 2024,CDD,"Bir Mcherga, Zaghouan, Tunisie",Entre 2 et 5 ans,Bac + 4,Plein temps,"Arabe , Français , Anglais",1700 - 2500 DT / Mois,
Assistante commerciale,,Monastir,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210716/assistante-commerciale/,210716,1 novembre 2024,"CDI, ,, CDD, ,, SIVP","Monastir, Monastir, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,Français,600 - 1000 DT / Mois,Locale
Technicien Supérieur en maintenance,STE S2I,Sousse,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210718/technicien-sup%C3%A9rieur-en-maintenance/,210718,1 novembre 2024,"CDD, ,, SIVP","Sidi Bou Ali, Sousse, Tunisie",Entre 1 et 2 ans,Bac + 2,Plein temps,"Arabe , Français",1000 - 1200 DT / Mois,
Chargée Commerciale,INCHAATE,Ben Arous,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210726/charg%C3%A9e-commerciale/,210726,1 novembre 2024,"CDD, ,, SIVP","Rades, Ben Arous, Tunisie",Moins d'un an,Bac + 3,Plein temps,Français,800 - 1200 DT / Mois,
Assistante Marketing,,Tunis,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210731/assistante-marketing/,210731,1 novembre 2024,"CDI, ,, CDD, ,, SIVP","Tunis, Tunisie",Aucune expérience,Bac + 3,Plein temps,"Arabe , Français , Anglais , Italien",,Locale
Technicien supérieur en électricité,SIDENOR,Zaghouan,CDD,https://www.keejob.com/offres-emploi/210670/technicien-sup%C3%A9rieur-en-%C3%A9lectricit%C3%A9/,210670,31 octobre 2024,CDD,"Bir Mcherga, Zaghouan, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",1000 - DT / Mois,
Magasinier,GROUPE RNEX,Sousse,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210723/magasinier/,210723,1 novembre 2024,"CDD, ,, SIVP","Sousse Ville, Sousse, Tunisie",Entre 1 et 2 ans,Bac,Plein temps,,700 - 900 DT / Mois,Locale
Ingénieur Réseaux & Sécurité,,Tunis,CDD,https://www.keejob.com/offres-emploi/210646/ing%C3%A9nieur-r%C3%A9seaux-s%C3%A9curit%C3%A9/,210646,31 octobre 2024,CDD,"Bab Bhar, Tunis, Tunisie",Entre 1 et 2 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais",2500 - 3000 DT / Mois,
Comptable,CABINET MAG,Tunis,CDI,https://www.keejob.com/offres-emploi/210635/comptable-senior/,210635,31 octobre 2024,CDI,"Cite El Khadra, Tunis, Tunisie",Entre 5 et 10 ans,Bac + 4,Plein temps,"Arabe , Français",1200 - 1700 DT / Mois,Locale
Assistante comptable,EXCEL BUREAU,Ariana,SIVP,https://www.keejob.com/offres-emploi/210679/assistante-comptable/,210679,31 octobre 2024,SIVP,"La Soukra, Ariana, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français",,
Chargé administratif et comptable,ATUGE TUNISIE,Tunis,SIVP,https://www.keejob.com/offres-emploi/210648/charg%C3%A9-administratif-et-comptable/,210648,31 octobre 2024,SIVP,"El Kram, Tunis, Tunisie",Moins d'un an,Bac + 3,Plein temps,"Arabe , Français , Anglais",800 - 1000 DT / Mois,Locale
Stagiaire assistant(e) export,TUNISHIP,Ben Arous,"Stage/PFE, ,, Stage",https://www.keejob.com/offres-emploi/210734/stagiaire/,210734,1 novembre 2024,"Stage/PFE, ,, Stage","Rades, Ben Arous, Tunisie",Aucune expérience,Bac + 3,Plein temps,"Arabe , Français , Anglais",,
Commerciale Web,WEB MEDIA,Tunis,SIVP,https://www.keejob.com/offres-emploi/210640/recrutement-commerciale-web/,210640,31 octobre 2024,SIVP,"Bab Bhar, Tunis, Tunisie",Aucune expérience,Bac + 3,Plein temps,"Français , Anglais",800 - 1200 DT / Mois,
Vendeur/ Caissier Bershka Mall of Sousse,TUNTEX,Sousse,Unspecified,https://www.keejob.com/offres-emploi/210747/vendeur-caissier-bershka-mall-of-sousse/,210747,1 novembre 2024,,"Sousse, Tunisie",Aucune expérience,Bac,Plein temps,,700 - DT / Mois,
Rédactrice Web,FINKY CONSULTING,Ben Arous,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210664/r%C3%A9dactrice-web/,210664,31 octobre 2024,"CDD, ,, SIVP","Rades, Ben Arous, Tunisie",Moins d'un an,Bac + 3,Plein temps,Français,700 - 1100 DT / Mois,
comptable client,SMPA,Tunis,CDD,https://www.keejob.com/offres-emploi/210708/comptable-client/,210708,1 novembre 2024,CDD,"Tunis, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français",1200 - DT / Mois,
Stage Graphic Designer,SERVINI,Sousse,"Stage/PFE, ,, Stage",https://www.keejob.com/offres-emploi/210727/offre-de-stage-graphic-designer/,210727,1 novembre 2024,"Stage/PFE, ,, Stage","Hammam Sousse, Sousse, Tunisie",Aucune expérience,Bac + 5,Plein temps,,,
Animatrices Pharmaceutique,RAMA PHARM,Tunis,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210744/animatrices-pharmaceutique/,210744,1 novembre 2024,"CDD, ,, SIVP","Tunis, Tunisie",Moins d'un an,Formations professionnelles,Plein temps,,600 - 750 DT / Mois,Locale
Infirmier,ELAA INTERNATIONAL,Sousse,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210694/infirmier/,210694,1 novembre 2024,"CDD, ,, SIVP","Sousse, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,,,Locale
Manager comptable,ATLAS AUDITING CONSULTING,Ben Arous,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210689/manager-comptable-auditeur/,210689,1 novembre 2024,"CDI, ,, CDD, ,, SIVP","Ben Arous, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,,1 - 2 DT / Mois,Locale
Ingénieurs Génie électrique,EPROD ENGINEERING,Ben Arous,"CDI, ,, SIVP",https://www.keejob.com/offres-emploi/210675/ing%C3%A9nieurs-g%C3%A9nie-%C3%A9lectrique/,210675,31 octobre 2024,"CDI, ,, SIVP","El Mourouj, Ben Arous, Tunisie",Aucune expérience,Bac + 5,Plein temps,Français,,
Préparateur en pharmacie,PHARMACIE DE NUIT MEGRINE,Ben Arous,CDI,https://www.keejob.com/offres-emploi/210589/pharmacie-de-nuit-megrine-recrute-pr%C3%A9parateur/,210589,30 octobre 2024,CDI,"Megrine, Ben Arous, Tunisie",Aucune expérience,Formations professionnelles,Plein temps,"Arabe , Français",1 - 1000 DT / Mois,
Caissiers,MONOPRIX,Ariana,SIVP,https://www.keejob.com/offres-emploi/210685/des-caissiers/,210685,31 octobre 2024,SIVP,"Ariana Ville, Ariana, Tunisie",Aucune expérience,Bac + 3,Plein temps,"Arabe , Français",,Locale
aide-comptable,CGH,Ben Arous,"CDI, ,, CDD, ,, SIVP, ,, Stage",https://www.keejob.com/offres-emploi/210657/aide-comptable/,210657,31 octobre 2024,"CDI, ,, CDD, ,, SIVP, ,, Stage","Ben Arous, Ben Arous, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,Français,500 - 1000 DT / Mois,
Assistant(e) Chef de Projet,ATLAS SERVICES,Sousse,Unspecified,https://www.keejob.com/offres-emploi/210655/assistante-chef-de-projet/,210655,31 octobre 2024,,"Sousse Jaouhara, Sousse, Tunisie",Entre 1 et 2 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais",800 - 900 DT / Mois,
Vendeur/ Caissier LCW Tunisia Mall,TUNTEX,Ariana,Unspecified,https://www.keejob.com/offres-emploi/210663/vendeur-caissier-lcw-tunisia-mall/,210663,31 octobre 2024,,"Ariana, Tunisie",Aucune expérience,Bac,Plein temps,,700 - DT / Mois,
Commercial,LP PAINT,Monastir,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210649/commercial/,210649,31 octobre 2024,"CDD, ,, SIVP","Ksar Helal, Monastir, Tunisie",Entre 1 et 2 ans,Bac + 2,Plein temps,"Arabe , Français",1 - 3 DT / Mois,
auditeur comptable,,Sousse,CDI,https://www.keejob.com/offres-emploi/210652/auditeur-comptable/,210652,31 octobre 2024,CDI,"Sousse Ville, Sousse, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français",1000 - 1500 DT / Mois,Locale
Journaliste Rédacteur,FINKY CONSULTING,Ben Arous,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210671/journaliste-r%C3%A9dacteur/,210671,31 octobre 2024,"CDD, ,, SIVP","Rades, Ben Arous, Tunisie",Moins d'un an,Bac + 3,Plein temps,Français,800 - 1200 DT / Mois,
Conducteur machine,HDPRINT,Monastir,CDD,https://www.keejob.com/offres-emploi/210656/conducteur-machine/,210656,31 octobre 2024,CDD,"Sahline, Monastir, Tunisie",Entre 1 et 2 ans,Formations professionnelles,Plein temps,"Français , Anglais",-600 - 1000 DT / Mois,
Chauffeur livreur,EXCEL BUREAU,Tunis,Unspecified,https://www.keejob.com/offres-emploi/210682/chauffeur-livreur/,210682,31 octobre 2024,,"Tunis, Tunisie",Entre 1 et 2 ans,Formations professionnelles,Plein temps,,,
Chef de Dépôt & Parc,LE BOIS,Tunis,CDD,https://www.keejob.com/offres-emploi/210634/chef-depot-parc/,210634,31 octobre 2024,CDD,"La Marsa, Tunis, Tunisie",Entre 5 et 10 ans,Bac + 1,Plein temps,"Arabe , Français",900 - 1100 DT / Mois,Locale
Gestionnaire de Patrimoine Immobilier,,Tunis,Unspecified,https://www.keejob.com/offres-emploi/210650/gestionnaire-de-patrimoine-immobilier/,210650,31 octobre 2024,,"Tunis, Tunisie",Entre 5 et 10 ans,Bac + 2,Plein temps,"Arabe , Français",1000 - 2500 DT / Mois,Locale
Assistante administrative,AXOPLAST,Monastir,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210639/assistante-administrative/,210639,31 octobre 2024,"CDD, ,, SIVP","Sahline, Monastir, Tunisie",Entre 2 et 5 ans,Bac + 2,Plein temps,Français,,Locale
Commercial,UNICOM,Ariana,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210672/repr%C3%A9sentante-commercial/,210672,31 octobre 2024,"CDD, ,, SIVP","Ariana Ville, Ariana, Tunisie",Moins d'un an,Bac + 3,Plein temps,"Arabe , Français",,
Chef de production metalique,PRECISION,Ariana,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/210580/chef-de-production-metalique/,210580,30 octobre 2024,"CDI, ,, CDD","La Soukra, Ariana, Tunisie",Entre 2 et 5 ans,Bac + 4,Plein temps,"Arabe , Français",2000 - 2500 DT / Mois,Locale
Agent de Saisie,BEESKY,Tunis,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210593/agent-de-saisie/,210593,30 octobre 2024,"CDD, ,, SIVP","Cite El Khadra, Tunis, Tunisie",Moins d'un an,Bac + 2,Plein temps,"Arabe , Français",800 - DT / Mois,
Assistant(e) marketing et commercial(e),DISPLAY AND SIGN FACTORY,Ben Arous,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210583/assistante-marketing-et-commerciale/,210583,30 octobre 2024,"CDD, ,, SIVP","Fouchana, Ben Arous, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Français , Anglais",800 - 1200 DT / Mois,Locale
Responsable Ressources Humaines,SOTECA ELECTRIC,Sfax,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/210579/responsable-ressources-humaines/,210579,30 octobre 2024,"CDI, ,, CDD","Sfax, Tunisie",Entre 5 et 10 ans,Bac + 4,Plein temps,"Arabe , Français , Anglais",,Locale
Vendeur/ Caissier Lefties Soukra,TUNTEX,Ariana,Unspecified,https://www.keejob.com/offres-emploi/210599/vendeur-caissier-lefties-soukra/,210599,30 octobre 2024,,"Ariana, Tunisie",Aucune expérience,Bac,Plein temps,,700 - DT / Mois,
vendeuse,HIMY INFORMATIQUE & BUREAUTIQUE,La Manouba,Unspecified,https://www.keejob.com/offres-emploi/210606/vendeuse-librairie-et-informatique/,210606,30 octobre 2024,,"La Manouba, Tunisie",Aucune expérience,Bac + 2,Plein temps,,400 - 600 DT / Mois,
HVAC & Plumbing Engineer,FUTURE HORIZONS COMPANY,Ariana,CDI,https://www.keejob.com/offres-emploi/210612/hvac-plumbing-engineer/,210612,30 octobre 2024,CDI,"Ariana, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais",,International
auditeur,CMH,Tunis,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210585/auditeur/,210585,30 octobre 2024,"CDI, ,, CDD, ,, SIVP","Cite El Khadra, Tunis, Tunisie",Moins d'un an,Bac + 5,Plein temps,"Arabe , Français , Anglais",700 - 1100 DT / Mois,Locale
"Télévendeurs Électricité, Gaz et Telco",AXESS GLOBAL SERVICES,Tunis,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210633/t%C3%A9l%C3%A9vendeurs-%C3%A9lectricit%C3%A9-gaz-et-telco/,210633,30 octobre 2024,"CDI, ,, CDD, ,, SIVP","Centre ville, Tunis, Tunisie",Aucune expérience,Bac,Plein temps,Français,800 - 1500 DT / Mois,
Formateur en Programmation de Machines CNC,LE BUREAU D'INGENIERIE NAVALE ET INDUSTRIELLE,Tunis,Unspecified,https://www.keejob.com/offres-emploi/210595/formateur-en-programmation-de-machines-cnc/,210595,30 octobre 2024,,"Cite El Khadra, Tunis, Tunisie",Entre 1 et 2 ans,Bac + 5,Plein temps,"Français , Anglais , Allemand",,"Locale, International"
